2024年入库科技型中小企业名单（以下数据仅限于科技型中小企业评价工作的相关应用，严禁数据公开或用于其他任何非授权目的）,,,,,
27260,邓州市千禧隆商贸有限责任公司,,,,
27261,安阳一创通信技术服务有限公司,,,,
27262,新野县益诚包装科技有限公司,,,,
27263,河南万拓自动化装备有限公司,,,,
27264,洛阳安之诺商贸有限公司,,,,
27265,洛阳申碳新能源有限公司,,,,
27266,安阳稳刷科技有限公司,,,,
27267,河南兴之飞教育科技有限公司,,,,
27268,南阳市逸鲲网络科技有限公司,,,,
27269,三门峡四季丰果蔬有限公司,,,,
27270,商丘市博华制衣有限公司,,,,
27271,民油通信息科技有限公司,,,,
27272,新野县铭洋纺织有限公司,,,,
27273,郑州海博齐浚教育咨询有限公司,,,,
27274,河南庭欣包装科技有限公司,,,,
27275,开封中政科技有限公司,,,,
27276,南阳昊铭网络科技有限公司,,,,
27277,洛阳隆祥建设工程（集团）有限公司,,,,
27278,南阳市莲花川文旅有限公司,,,,
27279,河南省中天智能装备有限公司,,,,
27280,河南正攀测绘地理信息技术有限公司,,,,
27281,濮阳市德鑫石油机械有限公司,,,,
27282,邓州市恒琮网络科技有限公司,,,,
27283,郑州富斯鼎新材料有限公司,,,,
27284,洛阳康卫再生资源回收有限公司,,,,
27285,南阳云启包装有限公司,,,,
27286,南阳市金博新材料有限公司,,,,
27287,南阳市鼎发网络科技有限公司,,,,
27288,河南零重力工业设计有限公司,,,,
27289,洛阳辰骐新材料技术有限公司,,,,
27290,唐河县玉年农业种植专业合作社,,,,
27291,河南省新隆纺织科技有限公司,,,,
27292,洛阳华凯互娱影视传媒有限公司,,,,
27293,栾川县鸾笑家庭农场有限公司,,,,
27294,河南皓尔雅科技有限公司,,,,
27295,河南喜鹊智能科技有限公司,,,,
27296,周口市众志纺织有限公司,,,,
27297,河南万昂电子科技有限公司,,,,
27298,濮阳天合实业有限公司,,,,
27299,河南鼎福农业科技有限公司,,,,
27300,洛阳希言文化传播有限公司,,,,
27301,南召县祥瑞塑料颗粒有限公司,,,,
27302,河南省五一机械有限公司,,,,
27303,南阳巳酉网络科技有限公司,,,,
27304,河南绿盾实业有限公司,,,,
27305,唐河县亿鑫农作物种植专业合作社,,,,
27306,洛阳永福电子科技有限公司,,,,
27307,河南金麟科教设备有限公司,,,,
27308,洛阳欣瑞隆门窗有限公司,,,,
27309,中蓝检测科技（洛阳）有限公司,,,,
27310,漯河华晟牧业有限公司,,,,
27311,面香万家（河南）农业产业发展有限公司,,,,
27312,洛阳金汇农业开发有限公司,,,,
27313,新野县新锐广告有限公司,,,,
27314,南阳锦誉消防安全技术服务有限公司,,,,
27315,河南欣旺佳建设工程有限公司,,,,
27316,永城市平张印刷服务有限公司,,,,
27317,河南省厚方实业有限公司,,,,
27318,仲尼（河南）传媒有限公司,,,,
27319,河南爱克斯幕墙制造有限公司,,,,
27320,新乡市国御堂生物技术有限公司,,,,
27321,河南行者智控设备有限公司,,,,
27322,邓州市筑基建材有限公司,,,,
27323,洛阳习云信息科技有限公司,,,,
27324,开封精尔博国际贸易有限公司,,,,
27325,河南古都农业发展有限公司,,,,
27326,河南肆幺捌文化传媒有限责任公司,,,,
27327,西峡县润土农业科技有限公司,,,,
27328,商丘市众一标识标牌有限公司,,,,
27329,洛阳高炽建筑安装有限公司,,,,
27330,河南建春实业有限公司,,,,
27331,唐河县孙登峰农业农机专业合作社,,,,
27332,河南宇梦装饰工程有限公司,,,,
27333,河南快刷无忧网络科技有限公司,,,,
27334,河南省食丰网络技术服务有限公司,,,,
27335,南阳市惠禾农牧有限公司,,,,
27336,南阳市新兴生物科技有限公司,,,,
27337,唐河县金惠农业种植专业合作社,,,,
27338,固始县华强鞋业有限公司,,,,
27339,南阳市裕康建材有限责任公司,,,,
27340,河南正方达信息技术有限公司,,,,
27341,新乡皓淇电子科技有限公司,,,,
27342,大兆（河南）生物科技有限公司,,,,
27343,南阳市臻庆矿产品有限公司,,,,
27344,南阳绿诺实业有限公司,,,,
27345,南阳喆玻节能科技有限公司,,,,
27346,郑州华祥冶金炉料有限公司,,,,
27347,南召县耀辉农业发展有限公司,,,,
27348,河南荣恒信息技术有限公司,,,,
27349,河南兴达测绘工程有限公司,,,,
27350,河南爱格家具有限公司,,,,
27351,郑州黑豫通讯器材有限公司,,,,
27352,河南奕晗信息科技有限公司,,,,
27353,桐柏淮河源水业有限公司,,,,
27354,南阳伟信达新材料科技有限公司,,,,
27355,洛阳鸿吉新材料科技有限公司,,,,
27356,河南衍正电子科技有限公司,,,,
27357,洛阳榕耘商贸有限公司,,,,
27358,南阳珀源饲料有限公司,,,,
27359,南阳市亿昊塑业有限公司,,,,
27360,南召宏益工贸有限公司,,,,
27361,河南小龙人农牧机械设备有限公司,,,,
27362,河南丰特新能源汽车服务有限公司,,,,
27363,南阳仲饴堂中医药实业有限公司,,,,
27364,南召县汇鼎实业有限公司,,,,
27365,洛阳开云软件有限公司,,,,
27366,新野县呈祥广告有限公司,,,,
27367,新野县九女城建材有限公司,,,,
27368,河南浩佰电气有限公司,,,,
27369,邓州市星琛农业科技有限公司,,,,
27370,河南省宏旭机电设备制造有限公司,,,,
27371,河南雄新实业有限公司,,,,
27372,唐河县银香农业专业合作社,,,,
27373,郑州市宇超机械制造有限公司,,,,
27374,长葛市枣园卫浴有限公司,,,,
27375,河南宁寿堂健康产业有限公司,,,,
27376,南阳同捷技术服务有限公司,,,,
27377,河南莱翠网络科技有限公司,,,,
27378,南阳两小只网络科技有限公司,,,,
27379,固始县茂发建材有限公司,,,,
27380,周口市鑫环宇机械有限公司,,,,
27381,南召县金沙滩实业发展有限公司,,,,
27382,河南省庚浩电子商务有限公司,,,,
27383,洛阳凤凰山农林开发集团有限公司,,,,
27384,濮阳博文新能源科技有限公司,,,,
27385,息县艾新生物科技有限公司,,,,
27386,南阳合鑫建晟信息技术咨询服务有限公司,,,,
27387,洛阳龙环机械设备有限公司,,,,
27388,新野县宸冉新能源有限公司,,,,
27389,周口市双石纺织有限公司,,,,
27390,南阳力瑞冶金材料有限公司,,,,
27391,洛阳安卓建筑安装工程有限公司,,,,
27392,南召县鸿庆实业发展有限公司,,,,
27393,河南康东莱健康产业有限公司,,,,
27394,郑州麦贝汽车科技有限公司,,,,
27395,新野县芮兰纺织有限公司,,,,
27396,南召县鑫奎矿产品有限公司,,,,
27397,河南合众标识科技有限公司,,,,
27398,邓州市华益禽业有限公司,,,,
27399,洛阳市政通物业管理有限公司,,,,
27400,洛阳万瑞钢材下料加工有限公司,,,,
27401,洛阳洁康生物科技有限公司,,,,
27402,河南佳金能源科技有限公司,,,,
27403,南阳市佳瑞网络科技有限公司,,,,
27404,新乡市紫诚网络技术有限公司,,,,
27405,南阳市顺富保温材料有限责任公司,,,,
27406,南阳鑫睿工程实业有限公司,,,,
27407,河南坤驰新能源有限公司,,,,
27408,南召县信利达矿产品有限公司,,,,
27409,郑州洁良纸业有限公司,,,,
27410,唐河县雪涛农业专业合作社,,,,
27411,中牟县建设工程监理公司,,,,
27412,格瑞泰克（新乡）汽车零部件有限公司,,,,
27413,河南网度信息技术有限公司,,,,
27414,南召县众康实业发展有限公司,,,,
27415,南阳市役直聘网络科技有限公司,,,,
27416,邓州市朝恩食品加工有限公司,,,,
27417,南阳林森网络科技有限公司,,,,
27418,河南米媒生物科技有限公司,,,,
27419,安阳齐迪网络科技有限公司,,,,
27420,固始县博达建材有限公司,,,,
27421,洛阳烁展机械科技有限公司,,,,
27422,河南瓦那信息科技有限公司,,,,
27423,郑州智宝乐游乐设备有限公司,,,,
27424,南召县太丰实业有限公司,,,,
27425,河南华人国际旅游集团有限公司,,,,
27426,洛阳优创智能科技有限公司,,,,
27427,唐河县大众顺德农机专业合作社,,,,
27428,河南深港产业园管理有限公司,,,,
27429,南阳一马网络科技有限公司,,,,
27430,郑州舞丫儿商贸有限公司,,,,
27431,安阳殷易虚拟科技有限公司,,,,
27432,河南宸一农业科技有限公司,,,,
27433,洛阳吉冉建材有限公司,,,,
27434,洛阳市乐丰工贸有限公司,,,,
27435,洛阳幕理金属材料有限公司,,,,
27436,河南自然谷实业有限公司,,,,
27437,新野恒泰棉业有限责任公司,,,,
27438,河南中植生物科技有限公司,,,,
27439,洛阳盈信纺织科技有限公司,,,,
27440,河南促海电子科技有限公司,,,,
27441,新乡市金世康医疗器械有限公司,,,,
27442,河南省久特医疗科技有限公司,,,,
27443,河南华彩实业有限公司,,,,
27444,新野县丝雅纺织有限公司,,,,
27445,河南环浦实业有限公司,,,,
27446,宜阳凯美聚物流有限公司,,,,
27447,唐河县晨晓农作物种植专业合作社,,,,
27448,邓州市坤宇农作物种植专业合作社,,,,
27449,河南特可隆机械设备有限公司,,,,
27450,河南利驰智能科技有限公司,,,,
27451,河南迅驰环保科技有限公司,,,,
27452,洛阳博泛传动轴有限公司,,,,
27453,洛阳启境电子商务有限公司,,,,
27454,河南艾迪纳钨钼合金有限公司,,,,
27455,河南苏信建材科技有限公司,,,,
27456,鹤壁裕丰环保设备有限公司,,,,
27457,安阳华兴齿科技术有限公司,,,,
27458,唐河县尤辰农业专业合作社,,,,
27459,华鸿（河南）纺织科技有限公司,,,,
27460,河南耀崔生物科技有限公司,,,,
27461,河南仓迪生物科技有限公司,,,,
27462,唐河县一峰农业种植专业合作社,,,,
27463,中诚惠容实业集团有限公司,,,,
27464,固始强磊混凝土有限公司,,,,
27465,新乡天宏集成房屋有限公司,,,,
27466,河南星河智源电气有限公司,,,,
27467,洛阳启信智能科技有限公司,,,,
27468,河南万本科技有限公司,,,,
27469,濮阳十万加网络科技有限公司,,,,
27470,濮阳快推网络科技有限公司,,,,
27471,河南巴扎电子科技有限公司,,,,
27472,固始县诚信建材有限公司,,,,
27473,新野县启程光伏科技有限公司,,,,
27474,郑州橙美有品供应链有限公司,,,,
27475,河南雨蔷薇日化用品有限公司,,,,
27476,周口瑞申信息咨询有限公司,,,,
27477,郑州市茂腾新材料有限公司,,,,
27478,驻马店鑫盛昊辰实业贸易有限公司,,,,
27479,河南狮傲康实业有限公司,,,,
27480,嵩县隆兴农林有限公司,,,,
27481,河南准诚会计服务有限公司,,,,
27482,邓州市文雄农作物种植专业合作社,,,,
27483,邓州市张少良农作物种植专业合作社,,,,
27484,郑州昊左信息科技有限公司,,,,
27485,邓州市聚义农作物种植养殖专业合作社,,,,
27486,濮阳市中江电子机械有限公司,,,,
27487,邓州市驰援汽车服务有限公司,,,,
27488,河南云岭农业科技有限公司,,,,
27489,河南豫宛牧业有限公司,,,,
27490,香匠世家（洛阳）生物科技有限公司,,,,
27491,久鼎文化产业发展有限责任公司,,,,
27492,河南金红鹰机器人有限公司,,,,
27493,河南东元工程检测有限公司,,,,
27494,南阳凡瑞建材有限公司,,,,
27495,河南玥铂恩机械设备有限公司,,,,
27496,南阳盛涵轴承有限公司,,,,
27497,太康县祥雨种植专业合作社,,,,
27498,新野县新昊卓电子科技有限公司,,,,
27499,新野县宏立粮食种植专业合作社,,,,
27500,国电投新野县新能源有限公司,,,,
27501,商丘众星电子科技有限公司,,,,
27502,河南正合环保科技有限公司,,,,
27503,南阳新常兴轻工实业有限公司,,,,
27504,新野县金粮小麦种植专业合作社,,,,
27505,邓州市良心膳堂食品有限公司,,,,
27506,河南华兴电气有限公司,,,,
27507,洛阳学航教育科技有限公司,,,,
27508,河南华尔登特生物技术有限公司,,,,
27509,邓州市铭拓建设实业有限责任公司,,,,
27510,河南大方种业科技股份有限公司,,,,
27511,河南思达自动化仪表有限公司,,,,
27512,新野县鑫奇农作物种植专业合作社,,,,
27513,河南瑞明尼克筛分机械有限公司,,,,
27514,洛阳空中网络科技有限公司,,,,
27515,邓州市艾景堂生物科技有限公司,,,,
27516,河南省科达水利勘测设计有限公司,,,,
27517,长葛市汇骏装饰工程有限公司,,,,
27518,邓州春阳能源发展有限公司,,,,
27519,郑州科斗科技有限公司,,,,
27520,郑州京河环保科技有限公司,,,,
27521,邓州市虢骄农业发展有限责任公司,,,,
27522,南阳市凯利科技有限公司,,,,
27523,邓州怡可净水科技有限公司,,,,
27524,河南佳瑶农业科技有限责任公司,,,,
27525,新乡市汉诺复合材料有限公司,,,,
27526,河南悦图金属制品有限公司,,,,
27527,新野县宛西消防器材有限责任公司,,,,
27528,唐河县嘉泽机械有限公司,,,,
27529,唐河县长稳农作物种植专业合作社,,,,
27530,洛阳美福晶自动化设备有限公司,,,,
27531,新乡平原航空技术工程有限公司,,,,
27532,南阳慧凡金属制品有限公司,,,,
27533,周口旭之升塑料包装有限公司,,,,
27534,南阳恒元达金属制品有限公司,,,,
27535,新野县森王家俱有限公司,,,,
27536,河南省新中原钢结构有限公司,,,,
27537,唐河县群辉农业种植专业合作社,,,,
27538,洛阳瑞意得塑业有限公司,,,,
27539,河南虎牛防水科技有限公司,,,,
27540,方城县大森农综开发有限公司,,,,
27541,邓州市双龙新能源科技有限公司,,,,
27542,河南省雄路机械设备有限公司,,,,
27543,河南英威锻造有限公司,,,,
27544,河南德全新型建材有限公司,,,,
27545,河南顺颍机械有限公司,,,,
27546,新野县万康医疗器械有限公司,,,,
27547,南阳长源实业有限公司,,,,
27548,邓州市荣鑫新能源科技有限公司,,,,
27549,周口市金石纺织科技有限公司,,,,
27550,河南丰源醇植物油有限公司,,,,
27551,唐河县源荣农业专业合作社,,,,
27552,邓州市华城环保科技有限公司,,,,
27553,河南腾梁金属材料有限公司,,,,
27554,社旗县恒运通货架有限公司,,,,
27555,新野瑞利游乐设备有限公司,,,,
